0.604660,0.940509,0.664560,0.437714,1,0,1
0.156519,0.096970,0.300912,0.515213,1,0,1
0.318058,0.468890,0.283034,0.293102,1,0,1
0.360871,0.570673,0.862491,0.293114,1,1,0
0.865335,0.696719,0.523820,0.028303,1,1,1
0.079454,0.594809,0.059121,0.692025,0,1,0
0.544156,0.278508,0.423152,0.530586,0,0,1
0.361805,0.880543,0.297112,0.894362,1,0,1
0.222289,0.681078,0.241515,0.311522,1,0,1
0.730231,0.182925,0.428357,0.896992,0,1,0
0.090837,0.493142,0.926987,0.954945,1,0,1
0.563780,0.649489,0.551765,0.755824,1,1,1
0.896342,0.322084,0.721148,0.644540,1,0,0
0.369693,0.236823,0.535282,0.187246,1,0,1
0.281330,0.410323,0.434912,0.625095,1,1,1
0.830534,0.000514,0.736069,0.399984,0,0,1
0.029671,0.001904,0.002843,0.915821,1,1,1
0.878012,0.458442,0.600166,0.026265,1,0,0
0.247467,0.173656,0.592624,0.814395,0,1,1
0.975675,0.750763,0.294006,0.753161,0,0,1
0.231830,0.627835,0.498394,0.089836,0,1,0
0.929612,0.572087,0.588576,0.411763,1,0,0
0.797209,0.107381,0.783035,0.393251,0,0,1
0.654041,0.098384,0.520380,0.099730,1,0,0
0.159651,0.137804,0.322611,0.539075,1,0,0
0.653040,0.524500,0.654270,0.716368,1,0,1
0.098031,0.369112,0.826454,0.347682,0,0,1
0.555002,0.402071,0.506497,0.168680,0,0,0
0.057926,0.999159,0.411540,0.111675,1,0,1
0.714696,0.250762,0.848633,0.973882,0,1,0
0.092970,0.645833,0.311886,0.448464,0,0,1
0.400188,0.900275,0.949883,0.319331,1,1,1
0.645039,0.428688,0.339597,0.887448,0,0,0
0.727577,0.625837,0.513088,0.072448,0,0,1
0.847500,0.832198,0.247845,0.913399,1,1,0
0.751741,0.632003,0.096934,0.014827,1,0,1
0.649188,0.985466,0.834806,0.332056,0,0,0
0.184391,0.967094,0.833242,0.309548,1,1,0
0.406737,0.895803,0.958176,0.018713,0,0,0
0.432698,0.904776,0.855704,0.042922,1,0,0
0.839947,0.023110,0.124364,0.261176,1,1,1
0.899750,0.370268,0.100199,0.643204,1,1,1
0.346864,0.214654,0.822093,0.351134,1,1,0
0.119851,0.911614,0.053786,0.228918,0,1,0
0.303802,0.968746,0.671527,0.207943,0,0,1
0.134084,0.947760,0.640865,0.953259,1,0,1
0.831241,0.494680,0.855310,0.710744,0,0,1
0.944397,0.498632,0.288638,0.975895,0,1,0
0.951906,0.751563,0.535791,0.669715,1,1,0
0.481530,0.550616,0.950623,0.509865,0,0,1
0.262491,0.925468,0.371487,0.409419,0,1,0
0.004445,0.273925,0.109307,0.855448,1,1,0
0.170946,0.303887,0.533451,0.176490,0,0,1
0.250369,0.335094,0.751241,0.004880,0,1,0
0.949937,0.899371,0.962624,0.043000,0,0,1
0.475697,0.347468,0.040720,0.597566,1,0,0
0.936708,0.229320,0.720313,0.756482,1,0,0
0.985994,0.362331,0.249655,0.047868,0,1,0
0.220999,0.657505,0.390842,0.919254,0,1,1
0.248182,0.455444,0.699789,0.081969,0,1,1
0.099070,0.140575,0.159204,0.944015,1,1,1
0.536981,0.338181,0.671668,0.837466,0,1,1
0.463040,0.953045,0.744073,0.455190,0,0,0
0.742591,0.656848,0.682522,0.636791,0,0,0
0.126364,0.286638,0.511339,0.198562,1,1,1
0.412315,0.514024,0.131190,0.545603,1,0,1
0.141779,0.654380,0.631348,0.393965,1,1,1
0.452483,0.596179,0.642835,0.829838,0,1,0
0.335518,0.490635,0.619030,0.627659,1,0,1
0.254326,0.687568,0.420217,0.022131,1,0,1
0.228575,0.367574,0.272045,0.900300,1,0,0
0.667613,0.364400,0.006627,0.206175,0,1,0
0.287909,0.609950,0.452204,0.226510,1,0,1
0.153476,0.004489,0.909204,0.237841,0,0,0
0.440095,0.099609,0.784021,0.522079,1,0,0
0.565404,0.121197,0.275354,0.998333,1,0,0
0.314590,0.472429,0.143267,0.375478,1,0,0
0.096389,0.334818,0.523107,0.348580,0,0,1
0.158455,0.091018,0.263148,0.394487,1,0,0
0.318682,0.628397,0.278445,0.336985,0,0,1
0.346799,0.380984,0.804993,0.883037,1,0,0
0.189372,0.098853,0.164635,0.026525,0,0,0
0.975135,0.731238,0.442645,0.251260,0,1,0
0.500072,0.238191,0.281010,0.438008,0,0,0
0.470179,0.941678,0.089558,0.769255,0,0,0
0.063220,0.503264,0.797745,0.545387,0,0,1
0.951172,0.791207,0.964670,0.166029,1,0,1
0.616466,0.189277,0.960428,0.356538,1,1,0
0.782442,0.065828,0.764263,0.724129,1,0,0
0.545525,0.218570,0.050571,0.627972,1,1,0
0.866936,0.567039,0.406389,0.608021,1,1,0
0.694766,0.332190,0.691780,0.783743,0,1,0
0.309490,0.027119,0.052763,0.178146,1,0,0
0.373090,0.429957,0.216165,0.325081,1,1,0
0.772810,0.241830,0.138175,0.574483,0,1,1
0.178223,0.540843,0.653160,0.498331,0,1,0
0.414351,0.259323,0.932308,0.026798,0,0,0
0.147986,0.612451,0.738796,0.610093,1,1,1
0.799948,0.211267,0.103592,0.212621,1,0,1
0.820218,0.785115,0.244724,0.613590,0,1,1
